Date,Joke,Comedian,jokeID
6/16/16,"The British are about to vote on whether to exit the European Union. They call it the Brexit, which, in America, of course, is the meal between breakfast and exiting breakfast.",Stephen Colbert,42537-7
6/16/16,"Right now in the polls, Brexiting has a seven-point lead over staying in the European Union. And it could be even bigger than it sounds because, remember, British polls are all in Celsius.",Stephen Colbert,42537-8
6/16/16,"This morning in Atlanta, Donald Trump - facing criticism that his campaign has become increasingly racist - received an endorsement from former presidential candidate Herman Cain. Now guys, sometimes things come back and it's wonderful, like the Ghostbusters or John Travolta. And other times the thing that comes back is Herman Cain.",James Corden,42537-9
6/16/16,"[Cain] was at the rally primarily to convince people that Donald Trump is not a racist. And he even said, quote, 'Donald Trump is not a racist.' And even if that's not true, it's never good when it needs to be said. Like, if you went on a first date and the person said, 'I'm not a serial killer,' my guess is there won't be a second date.",James Corden,42537-10
6/16/16,"Yesterday, Donald Trump turned 70. Or as Bernie Sanders calls it, the good ol' days.",Larry Wilmore,42537-11
6/16/16,"Obama's right, refusing the term 'radical Islam' hasn't made him soft on the Middle East. I mean, when it comes to terrorists, he's ruined more plots than an obnoxious coworker live-tweeting Game of Thrones.",Larry Wilmore,42537-12
6/16/16,"The economy is so bad, my TV remote has a menu button and a dollar-menu button.",Jimmy Fallon,42537-13
6/16/16,"The latest polls show Hillary Clinton now leads Donald Trump by 12 points nationally. I guess she's getting some traction from her new slogan, 'Come With Me, If You Want To Live.'",Seth Meyers,42537-14
6/16/16,GOP Senator Tim Scott yesterday walked out of a press room and hid on the Senate floor to avoid questions about Donald Trump. That's how much senators don't want to talk about Trump:they're actually showing up in the Senate.,Seth Meyers,42537-15
6/16/16,"Former Republican presidential candidate Herman Cain said in a speech today that he feels Donald Trump is not a racist. Said Trump, 'Thank you, Ben Carson.'",Seth Meyers,42537-16
6/16/16,"A new poll reveals that 70 percent of Americans have a negative view of Donald Trump. ... Hey, but Trump said don't worry, there's still plenty of time before the election to get that number even higher. He's going for 90.",Conan O'Brien,42537-17
6/16/16,"In Virginia recently, a computer crash wiped out a decade's worth of US military data. However, this morning, the Chinese government called and said, 'No problem, we backed it up.'",Conan O'Brien,42537-18
6/17/16,"Donald Trump is on a warpath again. ? More than 20 pages of what they call opposition research - this is the dirt the parties dig up on their opponents to use against them - was stolen from the Democratic National Committee computer files and released to the media. The DNC blames Russian hackers for the leak, but Trump is accusing the DNC of leaking the information themselves, which doesn't make a lot of sense because this is information they planned to release anyway. Accusing another party of leaking opposition research is like accusing McDonald's of leaking McNuggets.",Jimmy Kimmel,42538-1
6/17/16,"Trump, though, said much of the information that has been leaked is false and if people want to read hundreds of pages of negative information about him, they should go to his Twitter page where he writes it himself.",Jimmy Kimmel,42538-2
6/17/16,"Trump is also playing defense right now in regard to his stance on North Korean leader Kim Jong-un. Trump said he would - unlike previous presidents - sit down and meet with Kim Jong-un to make some kind of deal, but only on US soil. But I don't think that will work. I think they should meet, but somewhere neutral like at a Super Cuts.",Jimmy Kimmel,42538-3
6/17/16,"Over on the Democratic side, word on the street is that Hillary Clinton is not considering Bernie Sanders as a potential running mate, but Bernie is being vetted as the new spokesperson for Quaker Oats, so that's good.",Jimmy Kimmel,42538-4
6/17/16,Do you realize Bernie Sanders is still running? He's like the guy at the restaurant who finishes eating and then stays at the table and then the waiters have to flash the lights on and off.,Jimmy Kimmel,42538-5
6/17/16,"Trump and Hillary are really starting to go at it. In fact, today Trump took a swipe at Hillary and said that he isn't sure if she understands the difference between a wall and a fence. Yeah, it's getting nasty. Hillary was like, 'Yes, I do. A wall is something you want to build and a fence is the only thing keeping me from moving into the White House today.'",Jimmy Fallon,42538-6
6/17/16,"Yesterday former Republican candidate Herman Cain said that one of the biggest lies about Donald Trump is that he is a racist. Then Trump was, like, 'Thank you, Jay Z. Give my best to your wife, Oprah.'",Jimmy Fallon,42538-7
6/17/16,"One of Trump's big supporters, New Jersey Governor Chris Christie, is having a rough week. Lawyers working on the 'Bridgegate' investigation claim that Chris Christie destroyed evidence connecting him to the scandal, including a cell phone. Christie said he had no idea where the cell phone was, then his stomach started ringing.",Jimmy Fallon,42538-8
6/17/16,"It's being reported that officials have recently approved a higher fence for the White House. When asked how tall they wanted it, Hillary said, 'um, 5'8? 5'9? I don't know [referring to Sen. Bernie Sanders height].'",Seth Meyers,42538-9
6/17/16,Today is the one year anniversary of Donald Trump's announcement that he would run for President. It's hard to believe it was only one year ago that Democrats were worried about Jeb Bush.,Seth Meyers,42538-10
6/17/16,"Donald Trump's campaign staff is reportedly worried that trump will suddenly announce his vice presidential pick online without consulting with his advisers. Said Trump, 'Well, it's not like I can just call him.'",Seth Meyers,42538-11
6/17/16,"Donald Trump says if elected, he is willing to accept a visit by Kim Jong-un. Yeah. Kim Jong-un said, 'No thanks. That guy is crazy.'",Conan O'Brien,42538-12
6/17/16,"A Republican senator from Illinois said he won't support Donald Trump for President because he's too racist. He said, 'That's why I liked Ted Cruz. He was just racist enough. Just perfect.'",Conan O'Brien,42538-13
6/17/16,"Oprah has endorsed Hillary Clinton for President. When asked about Hillary's chances of becoming the most powerful woman in the world Oprah said, 'Oh, I'm not stepping down. Hillary, your endorsement is under your seat.'",Conan O'Brien,42538-14
6/21/16,"I wanna say congrats to Chelsea Clinton, who welcomed her second child over the weekend. After the birth, Bill brought flowers, while Hillary brought a focus group to help name the baby.",Jimmy Fallon,42542-1
6/21/16,"Speaking of Hillary, I saw that she just received an endorsement from the Bakery, Confectionery, Tobacco Workers, and Grain Millers Union. Even 'The Village People' are like, 'What a weird combination of jobs."" ",Jimmy Fallon,42542-2
6/21/16,"The big political story today is that Donald Trump fired his campaign manager, Corey Lewandowski. Trump said Lewandowski was controversial, impulsive, and short tempered. And will make a great running mate.",Jimmy Fallon,42542-3
6/21/16,"Big change in the Donald Trump campaign. He has dumped his campaign manager, Cory Lewandowski. He said he was going to return to his old job as a manager in pro wrestling.",Conan O'Brien,42542-4
6/21/16,"At a campaign rally this weekend, Donald Trump said he felt like a supermodel. Then out of habit, Trump tried to marry himself.",Conan O'Brien,42542-5
6/21/16,"Here's a crazy thing about Bernie Sanders. Even though he has no chance of winning the nomination, taxpayers are still paying for Bernie Sanders to have Secret Service. It's not that expensive, though. It's just one guy, who goes out late at night to buy Fig Newtons when Bernie is at home.",Conan O'Brien,42542-6
